id,at,actor,action,tbl,row_key,changes
1,2026-08-25T19:52:45.221577+00:00,setup check,insert,measurements,1900-01-01 / plant 999,"{""lai"":null,""note"":""connection test"",""spad"":null,""leaves"":null,""obs_date"":""1900-01-01"",""plant_id"":999,""height_cm"":1,""updated_at"":""2026-08-25T19:52:45.221577+00:00"",""recorded_by"":""setup check"",""internode_cm"":null}"
2,2026-08-25T19:52:46.100838+00:00,setup check,delete,measurements,1900-01-01 / plant 999,"{""lai"":null,""note"":""connection test"",""spad"":null,""leaves"":null,""obs_date"":""1900-01-01"",""plant_id"":999,""height_cm"":1,""updated_at"":""2026-08-25T19:52:45.221577+00:00"",""recorded_by"":""setup check"",""internode_cm"":null}"
3,2026-08-25T19:53:06.459155+00:00,setup check,insert,measurements,1900-01-01 / plant 999,"{""lai"":null,""note"":""delete-protection test"",""spad"":null,""leaves"":null,""obs_date"":""1900-01-01"",""plant_id"":999,""height_cm"":1,""updated_at"":""2026-08-25T19:53:06.459155+00:00"",""recorded_by"":""setup check"",""internode_cm"":null}"
4,2026-08-25T19:53:07.880825+00:00,setup check,delete,measurements,1900-01-01 / plant 999,"{""lai"":null,""note"":""delete-protection test"",""spad"":null,""leaves"":null,""obs_date"":""1900-01-01"",""plant_id"":999,""height_cm"":1,""updated_at"":""2026-08-25T19:53:06.459155+00:00"",""recorded_by"":""setup check"",""internode_cm"":null}"
5,2026-09-15T17:17:56.355232+00:00,Emma,insert,plants,plant 1 (H1),"{""id"":1,""rep"":""1"",""sort"":1,""label"":""H1"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""High 5%"",""created_at"":""2026-09-15T17:17:56.015+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:17:56.015+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
6,2026-09-15T17:18:08.289261+00:00,Emma,insert,plants,plant 2 (H2),"{""id"":2,""rep"":""2"",""sort"":2,""label"":""H2"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""High 5%"",""created_at"":""2026-09-15T17:18:08.152+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:08.152+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
7,2026-09-15T17:18:11.639733+00:00,Emma,insert,plants,plant 3 (H3),"{""id"":3,""rep"":""3"",""sort"":3,""label"":""H3"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""High 5%"",""created_at"":""2026-09-15T17:18:11.509+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:11.509+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
8,2026-09-15T17:18:24.486169+00:00,Emma,insert,plants,plant 4 (L1),"{""id"":4,""rep"":""1"",""sort"":4,""label"":""L1"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""Low 2%"",""created_at"":""2026-09-15T17:18:24.347+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:24.347+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
9,2026-09-15T17:18:29.141586+00:00,Emma,insert,plants,plant 5 (L2),"{""id"":5,""rep"":""2"",""sort"":5,""label"":""L2"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""Low 2%"",""created_at"":""2026-09-15T17:18:28.997+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:28.997+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
10,2026-09-15T17:18:34.448202+00:00,Emma,insert,plants,plant 6 (L3),"{""id"":6,""rep"":""3"",""sort"":6,""label"":""L3"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""Low 2%"",""created_at"":""2026-09-15T17:18:34.31+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:34.31+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
11,2026-09-15T17:18:41.161247+00:00,Emma,insert,plants,plant 7 (C1),"{""id"":7,""rep"":""1"",""sort"":7,""label"":""C1"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""Control"",""created_at"":""2026-09-15T17:18:41.02+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:41.02+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
12,2026-09-15T17:18:44.869894+00:00,Emma,insert,plants,plant 8 (C2),"{""id"":8,""rep"":""2"",""sort"":8,""label"":""C2"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""Control"",""created_at"":""2026-09-15T17:18:44.734+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:44.734+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
13,2026-09-15T17:18:47.900378+00:00,Emma,insert,plants,plant 9 (C3),"{""id"":9,""rep"":""3"",""sort"":9,""label"":""C3"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":""Control"",""created_at"":""2026-09-15T17:18:47.763+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:47.763+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
14,2026-09-15T17:18:54.165828+00:00,Emma,insert,plants,plant 10 (E1),"{""id"":10,""rep"":""1"",""sort"":10,""label"":""E1"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":"""",""created_at"":""2026-09-15T17:18:54.033+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:54.033+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
15,2026-09-15T17:18:59.552877+00:00,Emma,insert,plants,plant 11 (E2),"{""id"":11,""rep"":""2"",""sort"":11,""label"":""E2"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":"""",""created_at"":""2026-09-15T17:18:59.418+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:18:59.418+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
16,2026-09-15T17:19:02.796882+00:00,Emma,insert,plants,plant 12 (E3),"{""id"":12,""rep"":""3"",""sort"":12,""label"":""E3"",""notes"":"""",""active"":true,""sown_on"":""2026-09-04"",""container"":""5-gal"",""treatment"":"""",""created_at"":""2026-09-15T17:19:02.656+00:00"",""seeds_sown"":1,""updated_at"":""2026-09-15T17:19:02.656+00:00"",""updated_by"":""Emma"",""seed_depth_in"":0.5}"
17,2026-09-15T17:20:51.5108+00:00,Emma,insert,day_log,2026-09-04,"{""notes"":""All p"",""log_date"":""2026-09-04"",""obs_time"":null,""updated_at"":""2026-09-15T17:20:51.214+00:00"",""recorded_by"":""Emma""}"
18,2026-09-15T17:20:54.48568+00:00,Emma,update,day_log,2026-09-04,"{""notes"":null}"
19,2026-09-15T17:21:05.510983+00:00,Emma,update,day_log,2026-09-04,"{""notes"":""Soil was prewatered before""}"
20,2026-09-15T17:21:10.171028+00:00,Emma,update,day_log,2026-09-04,"{""notes"":""Soil was prewatered before planting to allow""}"
21,2026-09-15T17:21:18.780563+00:00,Emma,update,day_log,2026-09-04,"{""notes"":""Soil was prewatered before planting to allow mo""}"
22,2026-09-15T17:21:22.057217+00:00,Emma,update,day_log,2026-09-04,"{""notes"":""Soil was prewatered before planting to allow moisture""}"
23,2026-09-15T17:21:30.755684+00:00,Emma,update,day_log,2026-09-04,"{""notes"":""Soil was prewatered before planting to allow moisture in soil to rise to appropriate level.""}"
24,2026-09-15T17:21:36.485197+00:00,Emma,insert,measurements,2026-09-04 / plant 1,"{""lai"":null,""note"":""Dosed with 5"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-04"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:21:36.31+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
25,2026-09-15T17:21:37.389446+00:00,Emma,update,measurements,2026-09-04 / plant 1,"{""note"":""Dosed with 5%""}"
26,2026-09-15T17:21:45.002884+00:00,Emma,delete,measurements,2026-09-04 / plant 1,"{""lai"":null,""note"":""Dosed with 5%"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-04"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:21:37.238+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
29,2026-09-15T17:22:03.300428+00:00,Emma,insert,doses,2026-09-04 / plant 3,"{""id"":3,""pct"":5,""note"":null,""method"":""pour-on"",""plant_id"":3,""stock_ml"":5,""dose_date"":""2026-09-04"",""volume_ml"":100,""created_at"":""2026-09-15T17:22:03.300428+00:00"",""updated_at"":""2026-09-15T17:22:03.119+00:00"",""recorded_by"":""Emma""}"
28,2026-09-15T17:22:03.300428+00:00,Emma,insert,doses,2026-09-04 / plant 2,"{""id"":2,""pct"":5,""note"":null,""method"":""pour-on"",""plant_id"":2,""stock_ml"":5,""dose_date"":""2026-09-04"",""volume_ml"":100,""created_at"":""2026-09-15T17:22:03.300428+00:00"",""updated_at"":""2026-09-15T17:22:03.119+00:00"",""recorded_by"":""Emma""}"
27,2026-09-15T17:22:03.300428+00:00,Emma,insert,doses,2026-09-04 / plant 1,"{""id"":1,""pct"":5,""note"":null,""method"":""pour-on"",""plant_id"":1,""stock_ml"":5,""dose_date"":""2026-09-04"",""volume_ml"":100,""created_at"":""2026-09-15T17:22:03.300428+00:00"",""updated_at"":""2026-09-15T17:22:03.119+00:00"",""recorded_by"":""Emma""}"
32,2026-09-15T17:22:22.123415+00:00,Emma,insert,doses,2026-09-04 / plant 6,"{""id"":6,""pct"":2,""note"":null,""method"":""pour-on"",""plant_id"":6,""stock_ml"":2,""dose_date"":""2026-09-04"",""volume_ml"":100,""created_at"":""2026-09-15T17:22:22.123415+00:00"",""updated_at"":""2026-09-15T17:22:21.991+00:00"",""recorded_by"":""Emma""}"
31,2026-09-15T17:22:22.123415+00:00,Emma,insert,doses,2026-09-04 / plant 5,"{""id"":5,""pct"":2,""note"":null,""method"":""pour-on"",""plant_id"":5,""stock_ml"":2,""dose_date"":""2026-09-04"",""volume_ml"":100,""created_at"":""2026-09-15T17:22:22.123415+00:00"",""updated_at"":""2026-09-15T17:22:21.991+00:00"",""recorded_by"":""Emma""}"
30,2026-09-15T17:22:22.123415+00:00,Emma,insert,doses,2026-09-04 / plant 4,"{""id"":4,""pct"":2,""note"":null,""method"":""pour-on"",""plant_id"":4,""stock_ml"":2,""dose_date"":""2026-09-04"",""volume_ml"":100,""created_at"":""2026-09-15T17:22:22.123415+00:00"",""updated_at"":""2026-09-15T17:22:21.991+00:00"",""recorded_by"":""Emma""}"
33,2026-09-15T17:24:40.585407+00:00,Emma,insert,measurements,2026-09-08 / plant 1,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:24:40.082+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
34,2026-09-15T17:24:49.194057+00:00,Emma,delete,measurements,2026-09-08 / plant 1,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:24:40.082+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
35,2026-09-15T17:25:01.126434+00:00,Emma,insert,measurements,2026-09-08 / plant 1,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:25:00.99+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
36,2026-09-15T17:25:06.774634+00:00,Emma,insert,measurements,2026-09-08 / plant 2,"{""lai"":null,""note"":""no gr"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":2,""height_cm"":null,""updated_at"":""2026-09-15T17:25:06.639+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
37,2026-09-15T17:25:08.159039+00:00,Emma,update,measurements,2026-09-08 / plant 2,"{""note"":""no growth""}"
38,2026-09-15T17:25:11.553824+00:00,Emma,insert,measurements,2026-09-08 / plant 3,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":3,""height_cm"":null,""updated_at"":""2026-09-15T17:25:11.427+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
39,2026-09-15T17:25:32.573927+00:00,Emma,insert,measurements,2026-09-08 / plant 4,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":4,""height_cm"":null,""updated_at"":""2026-09-15T17:25:32.438+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
40,2026-09-15T17:25:34.818904+00:00,Emma,insert,measurements,2026-09-08 / plant 5,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":5,""height_cm"":null,""updated_at"":""2026-09-15T17:25:34.686+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
41,2026-09-15T17:25:38.906024+00:00,Emma,insert,measurements,2026-09-08 / plant 6,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":6,""height_cm"":null,""updated_at"":""2026-09-15T17:25:38.771+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
42,2026-09-15T17:25:47.849812+00:00,Emma,insert,measurements,2026-09-08 / plant 7,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":7,""height_cm"":null,""updated_at"":""2026-09-15T17:25:47.713+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
43,2026-09-15T17:25:51.00642+00:00,Emma,insert,measurements,2026-09-08 / plant 8,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":8,""height_cm"":null,""updated_at"":""2026-09-15T17:25:50.874+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
44,2026-09-15T17:25:53.326768+00:00,Emma,insert,measurements,2026-09-08 / plant 9,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":9,""height_cm"":null,""updated_at"":""2026-09-15T17:25:53.192+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
45,2026-09-15T17:25:57.691969+00:00,Emma,insert,measurements,2026-09-08 / plant 10,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":10,""height_cm"":null,""updated_at"":""2026-09-15T17:25:57.562+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
46,2026-09-15T17:25:59.960627+00:00,Emma,insert,measurements,2026-09-08 / plant 11,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":11,""height_cm"":null,""updated_at"":""2026-09-15T17:25:59.832+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
47,2026-09-15T17:26:02.003108+00:00,Emma,insert,measurements,2026-09-08 / plant 12,"{""lai"":null,""note"":""emer"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-08"",""plant_id"":12,""height_cm"":null,""updated_at"":""2026-09-15T17:26:01.859+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
48,2026-09-15T17:26:03.39544+00:00,Emma,update,measurements,2026-09-08 / plant 12,"{""note"":""emergence""}"
49,2026-09-15T17:26:09.486802+00:00,Emma,insert,day_log,2026-09-08,"{""notes"":""All plants"",""log_date"":""2026-09-08"",""obs_time"":null,""updated_at"":""2026-09-15T17:26:09.353+00:00"",""recorded_by"":""Emma""}"
50,2026-09-15T17:26:13.904032+00:00,Emma,update,day_log,2026-09-08,"{""notes"":""All pots watered with""}"
51,2026-09-15T17:27:27.413656+00:00,Emma,update,day_log,2026-09-08,"{""notes"":""All pots watered with 1/6 gallon of water""}"
52,2026-09-15T17:27:36.968492+00:00,Emma,update,day_log,2026-09-08,"{""notes"":""All pots watered with 1/6 gallon of water.""}"
53,2026-09-15T17:27:39.651589+00:00,Emma,update,day_log,2026-09-08,"{""notes"":""All pots watered with 1/6 gallon of water (""}"
54,2026-09-15T17:27:42.86237+00:00,Emma,update,day_log,2026-09-08,"{""notes"":""All pots watered with 1/6 gallon of water to allow seeds""}"
55,2026-09-15T17:27:46.031628+00:00,Emma,update,day_log,2026-09-08,"{""notes"":""All pots watered with 1/6 gallon of water to allow seeds to not dry out.""}"
56,2026-09-15T17:28:45.99535+00:00,Emma,insert,measurements,2026-09-09 / plant 1,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:28:45.842+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
57,2026-09-15T17:28:48.274767+00:00,Emma,insert,measurements,2026-09-09 / plant 2,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":2,""height_cm"":null,""updated_at"":""2026-09-15T17:28:48.134+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
58,2026-09-15T17:28:50.38644+00:00,Emma,insert,measurements,2026-09-09 / plant 3,"{""lai"":null,""note"":""no grwoth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":3,""height_cm"":null,""updated_at"":""2026-09-15T17:28:50.25+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
59,2026-09-15T17:28:53.256731+00:00,Emma,update,measurements,2026-09-09 / plant 3,"{""note"":""no growth""}"
60,2026-09-15T17:29:19.006857+00:00,Emma,insert,measurements,2026-09-09 / plant 4,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":4,""height_cm"":null,""updated_at"":""2026-09-15T17:29:18.837+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
61,2026-09-15T17:29:21.418919+00:00,Emma,insert,measurements,2026-09-09 / plant 5,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":5,""height_cm"":null,""updated_at"":""2026-09-15T17:29:21.281+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
62,2026-09-15T17:29:23.614624+00:00,Emma,insert,measurements,2026-09-09 / plant 6,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":6,""height_cm"":null,""updated_at"":""2026-09-15T17:29:23.481+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
63,2026-09-15T17:29:29.004859+00:00,Emma,insert,measurements,2026-09-09 / plant 7,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":7,""height_cm"":null,""updated_at"":""2026-09-15T17:29:28.844+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
64,2026-09-15T17:29:31.704026+00:00,Emma,insert,measurements,2026-09-09 / plant 8,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":8,""height_cm"":null,""updated_at"":""2026-09-15T17:29:31.569+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
65,2026-09-15T17:29:33.847453+00:00,Emma,insert,measurements,2026-09-09 / plant 9,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":9,""height_cm"":null,""updated_at"":""2026-09-15T17:29:33.711+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
66,2026-09-15T17:29:37.182348+00:00,Emma,insert,measurements,2026-09-09 / plant 10,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":10,""height_cm"":null,""updated_at"":""2026-09-15T17:29:36.91+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
67,2026-09-15T17:29:39.77067+00:00,Emma,insert,measurements,2026-09-09 / plant 11,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":11,""height_cm"":null,""updated_at"":""2026-09-15T17:29:39.638+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
68,2026-09-15T17:29:42.175652+00:00,Emma,insert,measurements,2026-09-09 / plant 12,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-09"",""plant_id"":12,""height_cm"":null,""updated_at"":""2026-09-15T17:29:42.034+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
69,2026-09-15T17:29:46.33485+00:00,Emma,insert,day_log,2026-09-09,"{""notes"":""All"",""log_date"":""2026-09-09"",""obs_time"":null,""updated_at"":""2026-09-15T17:29:46.196+00:00"",""recorded_by"":""Emma""}"
70,2026-09-15T17:29:49.817565+00:00,Emma,update,day_log,2026-09-09,"{""notes"":""All pots watered with""}"
71,2026-09-15T17:29:55.345924+00:00,Emma,update,day_log,2026-09-09,"{""notes"":""All pots watered with 1/6 gallon of water to allow""}"
72,2026-09-15T17:30:01.600136+00:00,Emma,update,day_log,2026-09-09,"{""notes"":""All pots watered with 1/6 gallon of water to prevent seeds""}"
73,2026-09-15T17:30:07.004815+00:00,Emma,update,day_log,2026-09-09,"{""notes"":""All pots watered with 1/6 gallon of water to prevent seeds/seedlings from drying out.""}"
74,2026-09-15T17:31:21.834637+00:00,Emma,insert,measurements,2026-09-10 / plant 1,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:31:21.418+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
75,2026-09-15T17:31:25.030007+00:00,Emma,insert,measurements,2026-09-10 / plant 2,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":2,""height_cm"":null,""updated_at"":""2026-09-15T17:31:24.894+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
76,2026-09-15T17:31:27.442887+00:00,Emma,insert,measurements,2026-09-10 / plant 3,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":3,""height_cm"":null,""updated_at"":""2026-09-15T17:31:27.307+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
77,2026-09-15T17:31:32.200688+00:00,Emma,insert,measurements,2026-09-10 / plant 4,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":4,""height_cm"":null,""updated_at"":""2026-09-15T17:31:32.059+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
78,2026-09-15T17:31:35.639266+00:00,Emma,insert,measurements,2026-09-10 / plant 5,"{""lai"":null,""note"":""emergence"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":5,""height_cm"":null,""updated_at"":""2026-09-15T17:31:35.5+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
79,2026-09-15T17:31:54.308086+00:00,Emma,update,measurements,2026-09-10 / plant 4,"{""note"":""emergence (very slight""}"
80,2026-09-15T17:31:56.634442+00:00,Emma,update,measurements,2026-09-10 / plant 4,"{""note"":""emergence""}"
81,2026-09-15T17:33:29.725975+00:00,Emma,update,measurements,2026-09-10 / plant 5,"{""height_cm"":1.5}"
82,2026-09-15T17:33:31.424816+00:00,Emma,update,measurements,2026-09-10 / plant 5,"{""note"":null}"
83,2026-09-15T17:34:05.076799+00:00,Emma,insert,measurements,2026-09-10 / plant 6,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":6,""height_cm"":null,""updated_at"":""2026-09-15T17:34:04.923+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
84,2026-09-15T17:34:14.175886+00:00,Emma,insert,measurements,2026-09-10 / plant 7,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":7,""height_cm"":null,""updated_at"":""2026-09-15T17:34:14.024+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
85,2026-09-15T17:35:11.936181+00:00,Emma,insert,measurements,2026-09-10 / plant 8,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":8,""height_cm"":1.4,""updated_at"":""2026-09-15T17:35:11.779+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
86,2026-09-15T17:35:13.11524+00:00,Emma,update,measurements,2026-09-10 / plant 8,"{""height_cm"":1.3}"
87,2026-09-15T17:35:31.92258+00:00,Emma,insert,measurements,2026-09-10 / plant 9,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":9,""height_cm"":2.5,""updated_at"":""2026-09-15T17:35:31.782+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
88,2026-09-15T17:36:16.96099+00:00,Emma,insert,measurements,2026-09-10 / plant 10,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":10,""height_cm"":3,""updated_at"":""2026-09-15T17:36:16.811+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
89,2026-09-15T17:36:47.906308+00:00,Emma,insert,measurements,2026-09-10 / plant 11,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":11,""height_cm"":2,""updated_at"":""2026-09-15T17:36:47.755+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
90,2026-09-15T17:37:01.694366+00:00,Emma,insert,measurements,2026-09-10 / plant 12,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-10"",""plant_id"":12,""height_cm"":3.5,""updated_at"":""2026-09-15T17:37:01.558+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
91,2026-09-15T17:37:24.161716+00:00,Emma,insert,measurements,2026-09-11 / plant 1,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-11"",""plant_id"":1,""height_cm"":null,""updated_at"":""2026-09-15T17:37:24.022+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
92,2026-09-15T17:37:27.309149+00:00,Emma,insert,measurements,2026-09-11 / plant 2,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-11"",""plant_id"":2,""height_cm"":null,""updated_at"":""2026-09-15T17:37:27.17+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
93,2026-09-15T17:37:29.295731+00:00,Emma,insert,measurements,2026-09-11 / plant 3,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-11"",""plant_id"":3,""height_cm"":null,""updated_at"":""2026-09-15T17:37:29.154+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
94,2026-09-15T17:37:41.455363+00:00,Emma,insert,measurements,2026-09-11 / plant 7,"{""lai"":null,""note"":""no growth"",""spad"":null,""leaves"":null,""obs_date"":""2026-09-11"",""plant_id"":7,""height_cm"":null,""updated_at"":""2026-09-15T17:37:41.304+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
